Event Name,Time,Operating System,Session Length
App Session,1666698670.394,Android,169.8
App Session,1666698665.165,Android,15.9
App Session,1666698648.85,Android,46.1
App Session,1666698601.678,Android,15.4
App Session,1666698583.387,Android,67.2
App Session,1666698504.157,Android,17.3
App Session,1666698487.468,Android,16.3
App Session,1666698480.133,Android,15.5
App Session,1666698441.069,Android,149.4
App Session,1666698417.252,Android,39
App Session,1666698377.333,Android,111.8
App Session,1666698374.39,iOS,23.6
App Session,1666698315.767,iOS,24.6
App Session,1666698259.427,Android,15.5
App Session,1666698242.997,Android,358.2
App Session,1666698145.383,iOS,54.5
App Session,1666698034.965,Android,16.6
App Session,1666697990.527,iOS,110.8
App Session,1666697875.357,Android,15.7
App Session,1666697857.285,Android,15.8
App Session,1666697840.038,Android,15.7
App Session,1666697838.729,Android,22.1
App Session,1666697823.615,Android,61.1
App Session,1666697755.926,Android,38.8
App Session,1666697693.026,Android,224.6
App Session,1666697661.612,Android,25.8
App Session,1666697628.577,Android,135.1
App Session,1666697492.145,Android,38.1
App Session,1666697465.54,Android,76.8
App Session,1666697452.209,Android,66.3
App Session,1666697378.395,Android,38.5
App Session,1666697376.622,Android,174.3
App Session,1666697337.883,Android,279
App Session,1666697201.129,Android,57.2
App Session,1666697181.152,Android,31
App Session,1666697107.206,Android,98
App Session,1666697014.507,iOS,17.2
App Session,1666697003.295,Android,44.1
App Session,1666696957.422,Android,419.8
App Session,1666696816.984,Android,57.9
App Session,1666696520.886,Android,139
App Session,1666696379.709,Android,459
App Session,1666696245.386,Android,62.3
App Session,1666696178.616,Android,52.9
App Session,1666696101.252,iOS,15.1
App Session,1666696098.138,Android,18.1
App Session,1666696088.497,Android,57.6
App Session,1666696081.444,Android,42.7
App Session,1666695905.162,Android,48.6
App Session,1666695876.531,Android,30.6
App Session,1666695761.878,Android,40.9
App Session,1666695760.321,Android,50.1
App Session,1666695719.514,Android,38.4
App Session,1666695671.878,Android,113.2
App Session,1666695557.378,Android,31.4
App Session,1666695525.213,Android,133
App Session,1666695517.471,Android,29.4
App Session,1666695487.3,Android,34.4
App Session,1666695390.274,Android,128.6
App Session,1666695261.037,Android,143.3
App Session,1666695220.048,Android,160.6
App Session,1666695115.926,Android,11.8
App Session,1666694795.479,Android,13.9
App Session,1666694721.408,Android,12.1
App Session,1666694678.48,Android,83.3
App Session,1666694578.31,Android,30.8
App Session,1666694524.138,Android,33.7
App Session,1666694476.124,Android,107.8
App Session,1666694162.25,Android,20
App Session,1666694149.738,iOS,29.6
App Session,1666694011.658,Android,37.5
App Session,1666693943.918,Android,29.8
App Session,1666693911.35,Android,28.7
App Session,1666693856.487,Android,21.3
App Session,1666693691.77,Android,101.2
App Session,1666693571.505,Android,44.8
App Session,1666693428.987,iOS,10
App Session,1666693326.834,Android,472.3
App Session,1666693216.659,iOS,27.8
App Session,1666692826.273,Android,56.7
App Session,1666692768.472,Android,34.4
App Session,1666692761.017,iOS,22.7
App Session,1666692720.55,Android,25.1
App Session,1666692694.097,Android,15.7
App Session,1666692687.548,Android,102.6
App Session,1666692625.784,Android,49.7
App Session,1666692578.788,Android,23.3
App Session,1666692527.281,Android,48.5
App Session,1666692519.623,Android,66.6
App Session,1666692478.333,Android,17.5
App Session,1666692460.387,Android,142.5
App Session,1666692435.95,Android,48.9
App Session,1666692337.465,iOS,16.9
App Session,1666692311.869,Android,23.5
App Session,1666692085.813,Android,46.6
App Session,1666691904.349,Android,18.2
App Session,1666691822.595,Android,56.5
App Session,1666691739.629,Android,20.6
App Session,1666691656.149,Android,29.7
App Session,1666691622.13,Android,31.2
App Session,1666691616.266,iOS,30.1
App Session,1666691566.384,Android,90.2
App Session,1666691482.825,Android,36.3
App Session,1666691443.279,Android,15.6
App Session,1666691422.069,Android,81
App Session,1666691309.926,Android,294.8
App Session,1666691079.546,Android,13.4
App Session,1666691007.731,Android,15.7
App Session,1666690906.494,Android,75.3
App Session,1666690880.995,iOS,22.4
App Session,1666690824.989,Android,150.8
App Session,1666690677.765,iOS,21.6
App Session,1666690648.474,Android,22.6
App Session,1666690573.386,Android,30
App Session,1666690435.238,Android,67.7
App Session,1666690134.49,Android,24.7
App Session,1666690113.493,iOS,29.5
App Session,1666690079.716,iOS,25.9
App Session,1666690078.563,Android,208.1
App Session,1666689728.388,Android,29.6
App Session,1666689482.695,Android,20.6
App Session,1666689461.323,Android,30.2
App Session,1666689427.651,Android,158.4
App Session,1666689355.459,Android,31.9
App Session,1666689291.373,Android,11.7
App Session,1666689277.094,Android,12.3
App Session,1666689260.644,Android,89
App Session,1666689257.754,Android,30.6
App Session,1666689238.213,iOS,10
App Session,1666689226.602,iOS,10.4
App Session,1666689222.141,Android,45.1
App Session,1666689204.563,iOS,13.4
App Session,1666689167.739,Android,71.3
App Session,1666689011.42,Android,15.7
App Session,1666688966.934,Android,15.9
App Session,1666688842.979,Android,31.5
App Session,1666688820.244,Android,33
App Session,1666688543.319,Android,14.8
App Session,1666688304.994,Android,101.3
App Session,1666688292.046,iOS,21.2
App Session,1666688126.818,Android,22.3
App Session,1666688094.677,Android,16.4
App Session,1666688088.585,Android,11.6
App Session,1666688008.301,Android,53.9
App Session,1666687996.871,Android,12.6
App Session,1666687976.169,Android,30.7
App Session,1666687943.641,Android,51.9
App Session,1666687890.385,Android,41.9
App Session,1666687778.519,iOS,215.6
App Session,1666687732.997,iOS,59.4
App Session,1666687599.026,Android,11.7
App Session,1666687463.48,iOS,13.1
App Session,1666687432.791,Android,42
App Session,1666687365.023,Android,17.5
App Session,1666687319.348,Android,46.8
App Session,1666687206.313,Android,20.9
App Session,1666687172.909,Android,22.3
App Session,1666687110.495,Android,69.8
App Session,1666687063.018,Android,24.6
App Session,1666687037.673,Android,200.8
App Session,1666686967.139,Android,58.1
App Session,1666686894.976,Android,14.6
App Session,1666686791.846,Android,108.3
App Session,1666686444.362,Android,50.4
App Session,1666686280.823,iOS,11.7
App Session,1666686104.862,Android,25.4
App Session,1666686097.689,Android,18.9
App Session,1666686057.648,Android,25.8
App Session,1666686054.002,Android,113.7
App Session,1666686035.356,Android,39.3
App Session,1666686031.686,Android,35.8
App Session,1666686031.478,Android,186.6
App Session,1666685986.89,Android,77.8
App Session,1666685931.591,Android,11
App Session,1666685873.107,Android,50.5
App Session,1666685771.699,Android,27.1
App Session,1666685764.552,Android,49.5
App Session,1666685699.285,Android,109.1
App Session,1666685697.029,Android,12.1
App Session,1666685661.741,Android,13.7
App Session,1666685595.85,Android,68.9
App Session,1666685583.062,Android,71.4
App Session,1666685526.094,Android,11.6
App Session,1666685513.783,Android,15.7
App Session,1666685497.471,Android,15.6
App Session,1666685379.646,Android,31.9
App Session,1666685345.501,Android,53.6
App Session,1666685142.002,Android,14.4
App Session,1666684898.118,Android,45.4
App Session,1666684216.701,Android,56.5
App Session,1666684155.778,Android,11.2
App Session,1666684122.608,Android,20.8
App Session,1666684063.555,iOS,13.3
App Session,1666683944.752,iOS,39.9
App Session,1666683820.804,Android,30.6
App Session,1666683412.851,iOS,35.9
App Session,1666683363.863,Android,30.3
App Session,1666683264.852,Android,55.9
App Session,1666683194.236,Android,10.7
App Session,1666683170,iOS,14.8
App Session,1666682905.537,Android,15.7
App Session,1666682800.726,Android,140.3
App Session,1666682769.861,Android,30.3
App Session,1666682509.037,Android,30.5
App Session,1666682170.584,iOS,24.8
App Session,1666681840.883,Android,35.4
App Session,1666681791.626,Android,25.1
App Session,1666681763.932,Android,15.7
App Session,1666681653.994,iOS,11.5
App Session,1666681405.215,Android,15.1
App Session,1666681370.84,Android,10.8
App Session,1666681102.82,Android,39.5
App Session,1666680670.166,Android,24.2
App Session,1666680655.142,Android,58.8
App Session,1666680623.803,Android,66.8
App Session,1666680364.763,Android,30.4
App Session,1666680038.813,Android,38
App Session,1666679999.806,Android,15.5
App Session,1666679936.299,iOS,30.1
App Session,1666679864.182,Android,54.6
App Session,1666679596.607,Android,63.9
App Session,1666679393.772,Android,46.5
App Session,1666679254.291,iOS,16.1
App Session,1666678713.326,Android,16
App Session,1666678706.314,Android,20.4
App Session,1666678545.239,Android,41.6
App Session,1666678379.37,Android,60.5
App Session,1666678185.764,Android,18.3
App Session,1666678140.538,Android,40.8
App Session,1666678135.643,iOS,12.7
App Session,1666677967.221,Android,93.3
App Session,1666677882.965,Android,33.3
App Session,1666677838.203,Android,205.9
App Session,1666677756.131,Android,84.3
App Session,1666677331.417,Android,38.6
App Session,1666677117.304,iOS,89.2
App Session,1666677001.902,iOS,17.3
App Session,1666676446.679,Android,124
App Session,1666676219.547,iOS,12.2
App Session,1666675745.832,Android,108.5
App Session,1666675660.963,iOS,22.9
App Session,1666675575.264,Android,40.7
App Session,1666675518.587,Android,189.2
App Session,1666675476.757,iOS,36.6
App Session,1666675095.062,Android,45.2
App Session,1666675064.224,Android,284.4
App Session,1666674728.396,Android,122.8
App Session,1666674690.669,Android,13.7
App Session,1666674658.844,Android,27.3
App Session,1666674656.938,iOS,126.2
App Session,1666674638.917,Android,18.6
App Session,1666674580.368,Android,53.8
App Session,1666674523.528,Android,32.4
App Session,1666674404.419,Android,12.9
App Session,1666674352.536,Android,74.4
App Session,1666673971.889,Android,62.1
App Session,1666673908.47,Android,37.9
App Session,1666673848.428,Android,68.4
App Session,1666673373.289,Android,71.6
App Session,1666673244.754,Android,45
App Session,1666672945.859,Android,174.1
App Session,1666672944.387,Android,22.2
App Session,1666672911.725,Android,30.2
App Session,1666672797.034,iOS,26.1
App Session,1666672663.203,Android,26.1
App Session,1666672584.459,Android,66
App Session,1666672322.062,iOS,123.8
App Session,1666672072.004,Android,11.7
App Session,1666672061.999,Android,84.3
App Session,1666671943.513,Android,197.4
App Session,1666671716.987,Android,53.2
App Session,1666671652.991,Android,250.9
App Session,1666670970.858,iOS,18.9
App Session,1666670930.82,Android,212.1
App Session,1666670474.235,Android,54.1
App Session,1666669859.257,Android,11.2
App Session,1666668936.612,Android,12.6
App Session,1666668329.489,iOS,63.9
App Session,1666668326.42,iOS,26.4
App Session,1666667978.245,Android,61.3
App Session,1666667341.172,Android,100.6
App Session,1666667311.392,Android,21.2
App Session,1666667228.645,Android,41.1
App Session,1666667200.209,Android,42.8
App Session,1666667023.572,Android,42.5
App Session,1666666536.666,Android,59.5
App Session,1666664950.064,Android,132.6
App Session,1666664516.095,Android,160.7
App Session,1666664320.562,Android,168.2
App Session,1666664175.645,Android,31
App Session,1666663720.06,Android,311.8
App Session,1666662924.078,Android,17
App Session,1666661986.415,Android,88.5
App Session,1666661897.101,Android,26.4
App Session,1666661826.582,Android,31.6
App Session,1666660621.525,Android,12.1
App Session,1666659920.379,Android,55.4
App Session,1666658900.246,Android,20.1
App Session,1666657189.444,Android,13.6
App Session,1666656964.365,Android,41.9
App Session,1666656921.26,Android,31.9
App Session,1666655635.385,Android,15.6
App Session,1666652722.504,Android,56.8
App Session,1666644853.472,Android,34.5
App Session,1666643765.4,Android,16.7
App Session,1666643385.346,Android,13.2
App Session,1666642238.246,iOS,48.3
App Session,1666641062.976,Android,28.8
App Session,1666638457.742,Android,111.1
App Session,1666637287.797,Android,17.2
App Session,1666636882.717,Android,82.8
App Session,1666636695.869,Android,21.5
App Session,1666636556.564,Android,18.1
App Session,1666636090.2,Android,20.9
App Session,1666635971.312,Android,33
App Session,1666635161.25,iOS,43.9
App Session,1666634997.981,Android,63
App Session,1666634911.876,Android,18.3
App Session,1666634891.575,Android,113.6
App Session,1666634538.665,Android,21.7
App Session,1666634322.653,Android,13.7
App Session,1666634179.347,Android,13.5
App Session,1666634087.316,Android,38.4
App Session,1666633351.62,Android,39.5
App Session,1666632765.429,Android,45.2
App Session,1666632566.194,Android,105.2
App Session,1666632407.53,Android,31.1
App Session,1666632284.869,Android,14.3
App Session,1666632081.017,Android,16.6
App Session,1666632012.591,Android,97.8
App Session,1666631645.755,Android,27.6
App Session,1666631499.25,Android,74.2
App Session,1666631363.937,Android,26
App Session,1666631240.848,Android,59.9
App Session,1666631052.458,iOS,41.3
App Session,1666630942.798,Android,113.5
App Session,1666630685.569,Android,14.1
App Session,1666629677.043,Android,52
App Session,1666629326.053,Android,73.6
App Session,1666629282.911,Android,260.1
App Session,1666629020.913,Android,156
App Session,1666628840.652,Android,187.5
App Session,1666628827.732,iOS,55.7
App Session,1666628727.848,iOS,46.1
App Session,1666628645.264,Android,17
App Session,1666628613.655,Android,10.3
App Session,1666628592.879,Android,12.5
App Session,1666628557.42,Android,10.7
App Session,1666628531.779,Android,38.7
App Session,1666628372.664,Android,47.2
App Session,1666628297.702,Android,18
App Session,1666628277.607,Android,35.4
App Session,1666627293.328,iOS,14.7
App Session,1666625592.109,iOS,29.8
App Session,1666625560.846,iOS,20.6
App Session,1666625373.996,Android,88.1
App Session,1666625300.435,Android,36.7
App Session,1666625285.077,Android,14.7
App Session,1666625263.879,iOS,52.9
App Session,1666625126.486,iOS,57.6
App Session,1666624785.807,Android,23.1
App Session,1666623894.787,iOS,32.9
App Session,1666623686.348,Android,43.9
App Session,1666623147.786,Android,103.7
App Session,1666622619.359,Android,36.3
App Session,1666622506.308,Android,51.4
App Session,1666622445.024,Android,41.3
App Session,1666622354.842,Android,64.6
App Session,1666622177.276,Android,18.3
App Session,1666621947.608,Android,43
App Session,1666621450.37,Android,58
App Session,1666621370.237,Android,170.2
App Session,1666621297.69,Android,30.3
App Session,1666621190.169,iOS,10.3
App Session,1666621080.441,Android,206.2
App Session,1666620700.781,iOS,12.9
App Session,1666620552.873,Android,119.4
App Session,1666620373.721,Android,200.6
App Session,1666620322.313,Android,21.5
App Session,1666619990.904,iOS,13.9
App Session,1666618936.224,Android,230.4
App Session,1666618285.886,Android,52.5
App Session,1666617923.847,Android,26.8
App Session,1666617863.833,Android,55.8
App Session,1666617487.575,iOS,11.4
App Session,1666617293.191,Android,30.8
App Session,1666616732.667,iOS,254.4
App Session,1666616466.594,iOS,30.3
App Session,1666616426.655,iOS,32.3
App Session,1666616375.102,iOS,17
App Session,1666616355.981,iOS,11.1
App Session,1666615636.205,Android,144.4
App Session,1666615600.584,iOS,170.6
App Session,1666615421.09,Android,13.4
App Session,1666615416.842,iOS,40.9
App Session,1666615391.677,Android,38.8
App Session,1666615311.745,iOS,45
App Session,1666615283.553,Android,63.4
App Session,1666615262.629,iOS,31.4
App Session,1666614738.252,Android,46
App Session,1666614589.211,Android,54.3
App Session,1666614076.9,Android,16.5
App Session,1666614044.05,Android,230
App Session,1666613877.943,Android,43.4
App Session,1666613761.953,Android,122.8
App Session,1666613727.953,Android,33.3
App Session,1666613683.266,iOS,60.3
App Session,1666613637.872,Android,18.2
App Session,1666613611.632,Android,46.5
App Session,1666613556.606,Android,35.5
App Session,1666613386.083,Android,245.1
App Session,1666613033.137,Android,82.5
App Session,1666612870.597,Android,71
App Session,1666612804.771,Android,97.1
App Session,1666612567.014,iOS,56.4
App Session,1666612508.986,iOS,21.7
App Session,1666612479.149,Android,85.7
App Session,1666612312.343,Android,320.4
App Session,1666612242.589,Android,63.2
App Session,1666612102.602,Android,22
App Session,1666611990.388,Android,325.1
App Session,1666611759.586,Android,191.9
App Session,1666611055.646,Android,23.1
App Session,1666611023.556,Android,10
App Session,1666610906.687,Android,16.3
App Session,1666610876.576,Android,50.3
App Session,1666610820.258,Android,13.8
App Session,1666610805.024,Android,379.8
App Session,1666610469.937,Android,46
App Session,1666610406.273,Android,29.4
App Session,1666610359.098,Android,366.3
App Session,1666610183.293,iOS,14.8
App Session,1666610120.76,iOS,11.1
App Session,1666610077.16,Android,51.4
App Session,1666609879.975,Android,35.2
App Session,1666609834.442,Android,600.9
App Session,1666609222.508,Android,480.9
App Session,1666608709.235,Android,11.7
App Session,1666608590.378,Android,72.4
App Session,1666608461.077,Android,305.2
App Session,1666608436.727,iOS,11
App Session,1666608298.852,Android,11.5
App Session,1666608278.392,Android,30.7
App Session,1666608236.748,Android,26
App Session,1666607987.475,Android,106.4
App Session,1666607849.951,Android,32.2
App Session,1666607626.819,Android,12.1
App Session,1666607153.342,iOS,17.6
App Session,1666607138.907,Android,135.2
App Session,1666607055.757,iOS,28.9
App Session,1666606786.983,Android,65.7
App Session,1666606634.181,iOS,84.5
App Session,1666606551.363,iOS,316.9
App Session,1666606466.228,Android,47.1
App Session,1666606435.147,Android,97.3
App Session,1666606358.441,Android,53.4
App Session,1666606299.052,Android,12.5
App Session,1666606258.163,iOS,253.6
App Session,1666606001.352,iOS,284.7
App Session,1666605916.062,Android,14.9
App Session,1666605791.667,Android,27.1
App Session,1666605707.075,Android,14.7
App Session,1666605683.71,Android,13.1
App Session,1666605558.475,iOS,15.2
App Session,1666605551.848,Android,32
App Session,1666605511.299,Android,10.3
App Session,1666605445.634,Android,23.7
App Session,1666604650.91,Android,32.5
App Session,1666604615.918,Android,72.5
App Session,1666604595.032,iOS,16.5
App Session,1666604570.224,iOS,14.9
App Session,1666604125.344,iOS,27.3
App Session,1666604094.557,iOS,12.6
App Session,1666603829.31,Android,35.3
App Session,1666603798.835,Android,58.1
App Session,1666603706.503,Android,30.9
App Session,1666603583.273,Android,30.1
App Session,1666603357.566,Android,96.7
App Session,1666603239.614,Android,176
App Session,1666603025.314,Android,233.8
App Session,1666602993.183,Android,23.4
App Session,1666602947.265,Android,97.9
App Session,1666602879.515,Android,35.2
App Session,1666602836.922,Android,13.3
App Session,1666602836.657,Android,196.9
App Session,1666602831.934,iOS,36.3
App Session,1666602506.162,Android,37.5
App Session,1666602057.715,Android,41.8
App Session,1666601543.126,Android,13.3
App Session,1666601494.23,Android,13.2
App Session,1666601405.85,Android,78.3
App Session,1666601362.727,Android,149.3
App Session,1666600949.753,iOS,10
App Session,1666600384.548,iOS,13.1
App Session,1666600339.17,Android,113.7
App Session,1666600035.614,iOS,50.6
App Session,1666599700.308,Android,63
App Session,1666599616.621,Android,74.6
App Session,1666599600.112,Android,17.5
App Session,1666599361.346,iOS,20.1
App Session,1666598973.359,Android,44.3
App Session,1666598290.181,Android,63.6
App Session,1666598044.989,Android,24.6
App Session,1666597852.243,Android,66.7
App Session,1666597667.732,Android,51.3
App Session,1666597566.638,Android,30.1
App Session,1666597466.563,Android,49
App Session,1666597281.811,Android,38.2
App Session,1666596895.291,Android,34.4
App Session,1666596734.601,Android,191.4
App Session,1666596510.608,iOS,23.8
App Session,1666596271.844,iOS,176.3
App Session,1666596259.993,iOS,12.1
App Session,1666596052.882,iOS,76.6
App Session,1666595949.774,iOS,46.2
App Session,1666595932.126,iOS,11.7
App Session,1666595918.75,iOS,17.9
App Session,1666595896.556,iOS,62.5
App Session,1666595857.916,Android,196.2
App Session,1666595750.393,iOS,16.2
App Session,1666595642.255,Android,15.1
App Session,1666595489.377,iOS,12.3
App Session,1666595440.279,Android,36.2
App Session,1666595340.904,iOS,41.3
App Session,1666595279.311,Android,195.3
App Session,1666595130.604,Android,21.9
App Session,1666595079.415,Android,52.5
App Session,1666594897.962,iOS,21.4
App Session,1666594674.591,iOS,22.9
App Session,1666594658.065,iOS,16.2
App Session,1666594650.218,iOS,25.3
App Session,1666594145.583,Android,19.6
App Session,1666594096.441,Android,22.8
App Session,1666593737.883,Android,30.7
App Session,1666593506.885,Android,232.9
App Session,1666593462.773,iOS,22.8
App Session,1666592884.295,Android,49.7
App Session,1666592764.726,Android,30.7
App Session,1666592601.341,Android,17.4
App Session,1666592554.556,Android,69.6
App Session,1666592301.331,Android,30.5
App Session,1666592177.878,Android,44
App Session,1666592132.372,Android,27.9
App Session,1666592063.993,Android,49.9
App Session,1666591811.257,iOS,21
App Session,1666591574.319,iOS,16.8
App Session,1666591400.639,iOS,33.1
App Session,1666590921.192,iOS,26.1
App Session,1666590395.29,Android,70.5
App Session,1666590175.613,iOS,159.9
App Session,1666589800.878,Android,20.2
App Session,1666589558.222,iOS,18.5
App Session,1666589458.991,Android,32.7
App Session,1666588820.559,Android,25.4
App Session,1666588801.057,iOS,29.8
App Session,1666588768.888,iOS,36.2
App Session,1666588658.22,Android,30.8
App Session,1666588482.356,Android,34.1
App Session,1666588436.375,Android,15.3
App Session,1666588403.257,Android,22.2
App Session,1666588281.476,Android,22.7
App Session,1666588184.08,iOS,166.3
App Session,1666588134.848,Android,30.8
App Session,1666588111.305,Android,25
App Session,1666587977.918,iOS,13.8
App Session,1666587911.512,iOS,27.8
App Session,1666587870.016,Android,47.5
App Session,1666587815.654,Android,80.3
App Session,1666587557.076,Android,80
App Session,1666587436.142,iOS,46.4
App Session,1666587401.364,Android,27.7
App Session,1666587381.663,iOS,126.9
App Session,1666587251.685,iOS,87.1
App Session,1666587090.393,iOS,63.8
App Session,1666587013.593,iOS,83.8
App Session,1666586880.31,iOS,90.1
App Session,1666586747.695,iOS,37.1
App Session,1666586607.956,Android,31.6
App Session,1666586409.137,iOS,45.5
App Session,1666585722.518,Android,14.7
App Session,1666585695.959,Android,18
App Session,1666585230.21,Android,83.3
App Session,1666584958.142,Android,27.8
App Session,1666584906.397,Android,45.3
App Session,1666584772.631,iOS,63.1
App Session,1666584484.703,iOS,21.3
App Session,1666584357.716,Android,13.2
App Session,1666584195.159,Android,60.9
App Session,1666583535.337,Android,14.8
App Session,1666583512.059,Android,60.9
App Session,1666582577.693,iOS,130
App Session,1666582093.414,Android,24.1
App Session,1666581572.068,Android,61.7
App Session,1666581562.725,Android,97.9
App Session,1666581436.632,Android,30.6
App Session,1666581349.35,Android,144.3
App Session,1666579936.335,Android,61.1
App Session,1666579605.414,Android,25
App Session,1666579442.723,Android,51.5
App Session,1666579373.356,Android,25.6
App Session,1666579330.11,Android,122
App Session,1666578998.35,Android,80
App Session,1666578528.955,Android,53.3
App Session,1666578420.814,Android,92.8
App Session,1666578292.04,Android,56.4
App Session,1666578145.392,Android,46.1
App Session,1666577554.234,Android,23.2
App Session,1666577267.357,iOS,13.1
App Session,1666577241.771,Android,52.7
App Session,1666577184.371,Android,46.1
App Session,1666574496.09,iOS,182.6
App Session,1666574282.842,iOS,21.4
App Session,1666574155.847,iOS,97.9
App Session,1666574048.281,iOS,285.1
App Session,1666574042.604,Android,58.6
App Session,1666573676.366,iOS,26
App Session,1666573631.037,iOS,56.1
App Session,1666573528.418,iOS,60.6
App Session,1666573192.973,iOS,39.9
App Session,1666573190.077,iOS,35.9
App Session,1666573053.977,iOS,63.3
App Session,1666572268.532,iOS,18.8
App Session,1666569492.1,Android,25
App Session,1666568609.621,iOS,20.8
App Session,1666568549.856,iOS,24.4
App Session,1666568505.582,iOS,30.5
App Session,1666567370.761,Android,192.6
App Session,1666565769.33,Android,27.7
App Session,1666565665.343,Android,49.8
App Session,1666564967.759,Android,32.1
App Session,1666564919.871,Android,28.8
App Session,1666564778.614,Android,30.6
App Session,1666564622.128,Android,41.7
App Session,1666564579.562,Android,51.8
App Session,1666564418.155,iOS,13.3
App Session,1666560470.68,iOS,11.2
App Session,1666555175.106,Android,93.4
App Session,1666551439.911,Android,65.8
App Session,1666551123.399,Android,120.4
App Session,1666550775.541,iOS,14.5
App Session,1666550348.478,Android,94.5
App Session,1666549338.459,iOS,25.8
App Session,1666549321.416,Android,171.5
App Session,1666549315.263,iOS,32.8
App Session,1666548921.418,iOS,18.9
App Session,1666548330.73,Android,38.3
App Session,1666548163.807,Android,10.8
App Session,1666547986.321,Android,20.1
App Session,1666547886.071,Android,18.3
App Session,1666547710.913,iOS,11.9
App Session,1666547509.702,iOS,27.4
App Session,1666547413.489,iOS,48.6
App Session,1666547316.556,iOS,18.7
App Session,1666547249.121,iOS,37.8
App Session,1666546923.449,iOS,13.1
App Session,1666546777.231,Android,17.6
App Session,1666546134.381,iOS,22.7
App Session,1666546061.052,Android,125
App Session,1666545811.221,iOS,31.9
App Session,1666545712.368,Android,141.3
App Session,1666545568.339,Android,30.3
App Session,1666545426.701,Android,17
App Session,1666545198.675,Android,25.4
App Session,1666545145.02,Android,14.3
App Session,1666544891.802,iOS,24.8
App Session,1666544843.064,iOS,24.7
App Session,1666544744.522,iOS,32.1
App Session,1666544631.32,Android,41.8
App Session,1666544617.6,iOS,22.5
App Session,1666544503.522,Android,31.8
App Session,1666544469.897,Android,17.4
App Session,1666544454.14,Android,11.8
App Session,1666544430.106,iOS,18.9
App Session,1666544413.005,Android,96.7
App Session,1666544386.244,iOS,13.7
App Session,1666544297.951,iOS,30.7
App Session,1666544274.907,Android,54.8
App Session,1666544249.154,Android,25.5
App Session,1666544216.5,Android,19.5
App Session,1666544017.769,iOS,10.7
App Session,1666543922.63,iOS,57.6
App Session,1666543654.298,Android,46.9
App Session,1666543578.099,Android,18.7
App Session,1666543370.228,Android,151.4
App Session,1666543061.06,Android,104.5
App Session,1666542750.691,Android,53.4
App Session,1666542620.461,Android,50
App Session,1666542610.639,iOS,85.1
App Session,1666542257.223,Android,55.4
App Session,1666542198.232,Android,34.7
App Session,1666542136.455,Android,90.5
App Session,1666541791.086,iOS,11
App Session,1666541772.569,iOS,23.3
App Session,1666541611.277,Android,27.9
App Session,1666541205.93,Android,28.2
App Session,1666541176.258,Android,12.3
App Session,1666540908.494,Android,17.3
App Session,1666540862.192,Android,126.8
App Session,1666540464.829,iOS,26.9
App Session,1666539688.193,Android,78.8
App Session,1666539367.817,Android,41
App Session,1666539346.339,Android,115.9
App Session,1666539316.422,Android,203.6
App Session,1666539142.491,Android,161.6
App Session,1666539014.006,Android,50.1
App Session,1666538449.852,Android,84.8
App Session,1666538272.721,Android,12
App Session,1666538259.433,Android,52.8
App Session,1666538113.619,Android,31.4
App Session,1666537844.208,Android,31.3
App Session,1666537041.67,Android,34.1
App Session,1666536636.542,Android,64.1
App Session,1666536333.758,Android,44.2
App Session,1666536239.093,Android,24.8
App Session,1666536206.035,Android,25.4
App Session,1666536137.107,Android,28.8
App Session,1666535917.187,Android,71.6
App Session,1666535812.999,Android,62.6
App Session,1666535584.754,Android,126.6
App Session,1666535381.076,Android,568.6
App Session,1666534941.72,Android,47.1
App Session,1666534758.788,iOS,175.5
App Session,1666534518.067,Android,13.9
App Session,1666534390.16,iOS,24.5
App Session,1666534270.733,iOS,32.1
App Session,1666534216.61,iOS,23.3
App Session,1666534182.215,Android,54.5
App Session,1666534128.638,iOS,10.3
App Session,1666534116.789,iOS,47.2
App Session,1666534098.733,Android,17.3
App Session,1666533909.864,iOS,51.6
App Session,1666533723.132,Android,11.7
App Session,1666533668.19,Android,67.3
App Session,1666533473.869,iOS,32.2
App Session,1666533400.627,Android,80.3
App Session,1666533394.088,Android,23.8
App Session,1666533299.756,Android,45.7
App Session,1666533271.252,Android,30.7
App Session,1666533170.176,Android,34.6
App Session,1666533106.987,Android,347.9
App Session,1666533102.627,iOS,14.7
App Session,1666533096.796,Android,19.1
App Session,1666532824.179,Android,82.3
App Session,1666532704.107,Android,197
App Session,1666532550.277,Android,200.8
App Session,1666532462.046,Android,13.4
App Session,1666532252.938,Android,29.4
App Session,1666532245.272,Android,35
App Session,1666532141.517,Android,41.8
App Session,1666531905.567,Android,53.5
App Session,1666531733.794,Android,13.6
App Session,1666531671.877,Android,28.7
App Session,1666531496.715,Android,27.6
App Session,1666531280.902,iOS,159.2
App Session,1666531200.744,Android,23.8
App Session,1666531185.906,iOS,50.4
App Session,1666531089.653,iOS,29.5
App Session,1666531078.298,iOS,42.4
App Session,1666530865.384,Android,30.4
App Session,1666530753.675,iOS,10.3
App Session,1666530735.226,Android,41
App Session,1666530538.741,Android,99.8
App Session,1666530427.937,Android,117.4
App Session,1666530231.83,Android,66.6
App Session,1666530158.643,Android,54.8
App Session,1666530054.946,Android,30.6
App Session,1666530051.886,iOS,13.1
App Session,1666530044.856,Android,115.2
App Session,1666530021.428,Android,46.6
App Session,1666529989.468,iOS,36.6
App Session,1666529725.523,iOS,50.3
App Session,1666529684.719,Android,43.3
App Session,1666529570.687,iOS,24.6
