Event Name,Time,Distinct ID,City,Country,Operating System,Session Length,Duration
Profile,1677473253.114,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,5.226999998092651
Wallet,1677473247.753,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,11.9909999370575
TripsDaily,1677473235.699,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,
TripParticular,1677473234.396,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,2.882999897003174
TripsDaily,1677473231.338,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,8.531000137329102
Dashboard,1677473222.656,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,10.2739999294281
Dashboard,1677472932.074,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,6.505999803543091
TripsDaily,1677472925.278,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,11.75300002098083
Dashboard,1677472913.33,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,5.82099986076355
Dashboard,1677472531.591,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,2.903000116348267
TripsDaily,1677472528.065,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,51.53999996185303
Dashboard,1677472476.215,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,40.37899994850159
Dashboard,1677467512.181,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,3.292999982833862
Profile,1677467508.461,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,1.027999877929688
Subscription,1677467507.268,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,9.241999864578247
Profile,1677467497.875,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,7.70199990272522
Notifications,1677467489.998,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,3.11299991607666
Profile,1677467486.849,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,1.49399995803833
Subscription,1677467485.175,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,8.144000053405762
Profile,1677467476.875,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,3.852999925613403
Dashboard,1677467472.804,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,11.2739999294281
TripsDaily,1677467460.759,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,1.998000144958496
Wallet,1677467458.554,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,2.173999786376953
Subscription,1677467456.301,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,27.70700001716614
Profile,1677467428.44,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,11.44000005722046
Subscription,1677467416.52,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,6.960000038146973
Profile,1677467409.374,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,21.56599998474121
Wallet,1677467387.521,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,4.833999872207642
TripsWeekly,1677467382.56,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,3.391000032424927
TripsDaily,1677467379.077,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,8.258999824523926
Dashboard,1677467370.519,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,,11.61500000953674
AlertSettings,1677462448.409,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,0.613
DrivingAlerts,1677462447.796,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,2.51
AlertSettings,1677462445.286,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,2.196
Profile,1677462443.09,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,7.129
Dashboard,1677462435.926,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,11.456
TripsDaily,1677462424.504,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,2.248
TripParticular,1677462422.256,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,19.276
TripsDaily,1677462402.98,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,13.509
TripParticular,1677462389.47,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,16.6
TripsDaily,1677462372.871,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,12.887
Wallet,1677462359.984,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,3.24
Wallet,1677462359.984,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
WalletViewExpense,1677462356.744,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,3.304
Wallet,1677462353.44,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,5.599
Wallet,1677462353.44,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
WalletViewExpense,1677462347.841,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,24.673
Wallet,1677462323.167,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
Wallet,1677462323.167,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.099
TripsDaily,1677462322.006,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.73
Dashboard,1677462320.156,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,5.29
Dashboard,1677454968.787,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,5.905999898910522
Dashboard,1677447771.042,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,14.0090000629425
TripsDaily,1677447756.801,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,68.99100017547607
Dashboard,1677447687.645,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,89.08800005912781
DashboardUserEducation,1677447625.443,63fb6bc40cef5dc71d6f7ea2::0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Ludhiana,IN,Android,,12.68600010871887
Dashboard,1677426663.695,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,,6.526000022888184
Dashboard,1677426619.426,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,,10.44100022315979
Dashboard,1677423045.073,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,13.74300003051758
Profile,1677422191.87,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,1.315999984741211
AlertSettings,1677422190.484,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,0.8259999752044678
SpeedRanges,1677422189.646,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,1.453999996185303
TripsDaily,1677422188.169,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,9.037999868392944
SpeedRanges,1677422178.949,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,48.2279999256134
AlertSettings,1677422130.681,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,1.558000087738037
Profile,1677422129.101,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,9.200999975204468
Dashboard,1677422119.786,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,1.995000123977661
LoginOTP,1677422117.537,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,3.171000003814697
EnterRegisteredMobileNumber,1677422114.343,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,8.125999927520752
AccountDetails,1677422106.143,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,16.55699992179871
AccountDetails,1677422089.271,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,12.62099981307983
Profile,1677422076.621,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,4.723999977111816
Dashboard,1677422071.728,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,20.12399983406067
TripParticular,1677422051.359,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,1.389999866485596
Dashboard,1677421919.016,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,5.145
CarHealthMain,1677421913.87,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,8.349
CoolantTemperature,1677421905.52,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,6.142
CarHealthMain,1677421899.378,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,11.324
Dashboard,1677421888.054,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,17.393
Wallet,1677421870.741,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
Wallet,1677421870.741,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,2.244
Wallet,1677421864.028,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,5.343
TripsDaily,1677421858.604,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.083
TripsDaily,1677421753.732,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,30.269
TripsMonthly,1677421723.463,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,3.704
TripsWeekly,1677421719.759,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,4.261
TripsWeekly,1677421715.491,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
Dashboard,1677421715.352,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
Dashboard,1677421516.359,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,7.052000045776367
NameYourCar,1677421508.483,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,37.09299993515015
VerifyCarDetails,1677421471.39,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,8.999000072479248
SelectCarToLink,1677421462.337,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,4.075999975204468
LoginOTP,1677421458.24,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,14.65499997138977
EnterRegisteredMobileNumber,1677421443.551,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,
EnterRegisteredMobileNumber,1677421443.543,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,12.08200001716614
EnterRegisteredMobileNumber,1677417839.032,0b5ba624-518b-434b-bb0a-c5c0e2609d1e,Delhi,IN,Android,,17.31200003623962
Dashboard,1677415014.977,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,15.991
Dashboard,1677404923.508,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,1.60099983215332
TripsDaily,1677404921.603,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,4.671000003814697
Dashboard,1677404916.727,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,29.50300002098083
TripsDaily,1677400752.962,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,11.417
Dashboard,1677400741.43,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,3.502
Dashboard,1677400694.043,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,41.044
Dashboard,1677390174.021,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,0.6009998321533203
Dashboard,1677390156.95,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,2.394000053405762
Dashboard,1677390023.795,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,69.56100010871887
LiveTracking,1677389953.884,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,2.407999992370605
Dashboard,1677389951.335,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,0.03299999237060547
Dashboard,1677381035.624,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,1.814000129699707
TripsDaily,1677381033.68,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,
Wallet,1677381032.902,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,
Wallet,1677381032.902,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,0.7419998645782471
Profile,1677381031.995,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,4.724999904632568
Wallet,1677381026.457,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,3.828999996185303
TripsDaily,1677381023.139,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,9.879999876022339
Dashboard,1677381013.082,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,13.55299997329712
Dashboard,1677380996.37,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,4.650999784469604
CarHealthMain,1677380991.478,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,7.072000026702881
Dashboard,1677380984.301,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,5.234999895095825
TripsWeekly,1677380978.71,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,59.94000005722046
Dashboard,1677380918.514,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,18.37199997901917
Dashboard,1677379108.178,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,9.227999925613403
Dashboard,1677379096.817,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,1.236999988555908
TripsDaily,1677379094.965,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,
TripsDaily,1677378987.102,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,
TripsDaily,1677378984.184,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,
TripsDaily,1677378948.291,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,
TripParticular,1677378946.191,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,19.65299987792969
TripParticular,1677378925.533,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,33.89300012588501
TripsUserEducation,1677378895.345,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,13.66199994087219
TripsDaily,1677378891.635,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,10.34400010108948
Dashboard,1677378881.079,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,23.09400010108948
TripsDaily,1677363245.28,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,0.714
TripsWeekly,1677363244.566,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,0.819
TripsDaily,1677363243.747,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,39.473
Dashboard,1677363204.018,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,2.024
TripParticular,1677363201.031,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,3.719
TripParticular,1677363197.312,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,1.199
TripParticular,1677363195.559,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,
TripParticular,1677354883.519,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,0.211
TripParticular,1677352907.812,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,17.392
Dashboard,1677342629.751,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,,9.587999820709229
SpeedRanges,1677338571.932,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,7.299
AlertSettings,1677338564.633,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.604
Profile,1677338563.029,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.235
CarDetails,1677338561.789,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.664
Profile,1677338560.125,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.308
Wallet,1677338558.757,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,0.245
Wallet,1677338558.757,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,
Dashboard,1677338558.44,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,6.918
TripParticular,1677338551.552,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,16.736
TripsDaily,1677338534.815,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,9.701
TripsDaily,1677338521.837,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,14.72
Dashboard,1677338506.817,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,11.005
LiveTracking,1677334197.335,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,0.375999927520752
Dashboard,1677334196.795,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,0.006000041961669922
TripsDaily,1677334185.37,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,
TripParticular,1677334175.452,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,17.2409999370575
TripsDaily,1677334158.108,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,6.638999938964844
Dashboard,1677334151.341,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,2.979000091552734
TripsDaily,1677334148.038,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,
TripsDaily,1677331715.969,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,
TripParticular,1677331710.225,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,13.24000000953674
TripsDaily,1677331696.845,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,13.52100014686584
Dashboard,1677331683.13,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,,2.718000173568726
Dashboard,1677330781.962,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,9.801
Dashboard,1677330772.033,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,0.899
TripParticular,1677330769.759,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,0.748
TripsDaily,1677322819.736,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,27.755
Dashboard,1677322791.128,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,2.73
Dashboard,1677322785.034,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,12.462
TripParticular,1677322771.673,63ece59d4bb1fe648aac13d3::9F76A942-B50E-4548-8BE0-E5765E2F7C69,Delhi,IN,iOS,,9.455
Dashboard,1677322540.537,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,10.51199984550476
Dashboard,1677319410.625,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,19.23300004005432
TripParticular,1677316862.136,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,7.586
TripParticular,1677316847.163,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,7.643
TripParticular,1677316831.465,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,35.422
TripsDaily,1677316796.043,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,3.938
TripParticular,1677316792.105,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,16.751
TripsDaily,1677316775.354,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,4.287
AlertSettings,1677316771.067,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.754
DrivingAlerts,1677316769.313,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,23.545
Dashboard,1677316767.784,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,,2.666999816894531
AlertSettings,1677316745.768,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.131
GeoFencingList,1677316744.637,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,5.918
AlertSettings,1677316738.718,63f4a4bc81407164cae70ea5::56B07CA7-2A26-45FE-81EB-1C7DEDD47D14,Delhi,IN,iOS,,1.028
