Din,Date,App Session - Total
8991982104921211219,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921211219,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921211227,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921211227,"Mar 20, 2023 - Mar 26, 2023",12
8991982104921211227,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921211235,"Apr 3, 2023 - Apr 9, 2023",14
8991982104921211235,"Feb 13, 2023 - Feb 19, 2023",16
8991982104921211235,"Feb 20, 2023 - Feb 26, 2023",7
8991982104921211235,"Feb 27, 2023 - Mar 5, 2023",9
8991982104921211235,"Mar 13, 2023 - Mar 19, 2023",16
8991982104921211235,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211235,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921211235,"Mar 6, 2023 - Mar 12, 2023",13
8991982104921211268,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921211268,"Feb 13, 2023 - Feb 19, 2023",10
8991982104921211268,"Feb 20, 2023 - Feb 26, 2023",15
8991982104921211268,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921211268,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921211268,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921211268,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921211268,"Mar 6, 2023 - Mar 12, 2023",11
8991982104921211300,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921211300,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921211300,"Feb 27, 2023 - Mar 5, 2023",17
8991982104921211300,"Mar 13, 2023 - Mar 19, 2023",11
8991982104921211300,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211300,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921211334,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921211334,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921211334,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921211334,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921211342,"Apr 10, 2023 - Apr 16, 2023",10
8991982104921211342,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921211342,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921211342,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921211342,"Mar 6, 2023 - Mar 12, 2023",28
8991982104921211359,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921211367,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921211367,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211367,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921211367,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921211367,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921211375,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921211383,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211391,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921211391,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921211391,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921211391,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921211391,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211391,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921211391,"Mar 6, 2023 - Mar 12, 2023",19
8991982104921211417,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921211417,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921211417,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921211417,"Feb 20, 2023 - Feb 26, 2023",8
8991982104921211417,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921211417,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921211417,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921211417,"Mar 6, 2023 - Mar 12, 2023",5
8991982104921211425,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211458,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921211458,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921211458,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921211482,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921211482,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211490,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921211490,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921211490,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211490,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921211490,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211490,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921211490,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211615,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921211615,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921211615,"Mar 13, 2023 - Mar 19, 2023",12
8991982104921211615,"Mar 20, 2023 - Mar 26, 2023",16
8991982104921211615,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921211623,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921211623,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921211623,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211623,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921211623,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921211623,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211623,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921211664,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211680,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921211680,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921211680,"Feb 20, 2023 - Feb 26, 2023",10
8991982104921211680,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921211680,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921211680,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921211680,"Mar 27, 2023 - Apr 2, 2023",7
8991982104921211680,"Mar 6, 2023 - Mar 12, 2023",10
8991982104921211698,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921211722,"Apr 10, 2023 - Apr 16, 2023",17
8991982104921211722,"Apr 3, 2023 - Apr 9, 2023",34
8991982104921211722,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921211730,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921211730,"Apr 3, 2023 - Apr 9, 2023",20
8991982104921211730,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921211730,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921211730,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921211730,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921211755,"Feb 20, 2023 - Feb 26, 2023",17
8991982104921211755,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921211755,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921211755,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921211755,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921211755,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211805,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921211805,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211854,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921211854,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921211854,"Feb 13, 2023 - Feb 19, 2023",18
8991982104921211854,"Feb 20, 2023 - Feb 26, 2023",21
8991982104921211854,"Feb 27, 2023 - Mar 5, 2023",12
8991982104921211854,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921211854,"Mar 20, 2023 - Mar 26, 2023",61
8991982104921211854,"Mar 27, 2023 - Apr 2, 2023",8
8991982104921211854,"Mar 6, 2023 - Mar 12, 2023",23
8991982104921211896,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921211896,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921211896,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211896,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921211896,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921211896,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211896,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921211896,"Mar 6, 2023 - Mar 12, 2023",9
8991982104921211904,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921211904,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921211946,"Apr 10, 2023 - Apr 16, 2023",9
8991982104921211946,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921211946,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921211946,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921211946,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921211946,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921211946,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921211946,"Mar 27, 2023 - Apr 2, 2023",8
8991982104921211946,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921211953,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921211953,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921211953,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211979,"Apr 10, 2023 - Apr 16, 2023",9
8991982104921211979,"Apr 3, 2023 - Apr 9, 2023",25
8991982104921211979,"Feb 13, 2023 - Feb 19, 2023",31
8991982104921211979,"Feb 20, 2023 - Feb 26, 2023",38
8991982104921211979,"Feb 27, 2023 - Mar 5, 2023",10
8991982104921211979,"Mar 13, 2023 - Mar 19, 2023",17
8991982104921211979,"Mar 20, 2023 - Mar 26, 2023",24
8991982104921211979,"Mar 27, 2023 - Apr 2, 2023",57
8991982104921211979,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211987,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921211987,"Apr 3, 2023 - Apr 9, 2023",18
8991982104921211987,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921211987,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921211987,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921211987,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921211987,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211987,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921211987,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921211995,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921211995,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921211995,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921211995,"Feb 20, 2023 - Feb 26, 2023",6
8991982104921211995,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921211995,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921211995,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921211995,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921211995,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921212019,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921212019,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212019,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921212019,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921212019,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921212019,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212027,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921212027,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921212027,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212043,"Apr 3, 2023 - Apr 9, 2023",10
8991982104921212043,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212043,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921212043,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921212043,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921212043,"Mar 20, 2023 - Mar 26, 2023",6
8991982104921212043,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921212043,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921212050,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921212050,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212050,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212084,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921212084,"Apr 3, 2023 - Apr 9, 2023",18
8991982104921212084,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921212084,"Feb 20, 2023 - Feb 26, 2023",8
8991982104921212084,"Feb 27, 2023 - Mar 5, 2023",11
8991982104921212084,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921212084,"Mar 20, 2023 - Mar 26, 2023",11
8991982104921212084,"Mar 27, 2023 - Apr 2, 2023",4
8991982104921212084,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921212118,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921212142,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921212142,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921212167,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921212167,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921212167,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921212167,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921212167,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921212175,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921212175,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921212282,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921212282,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212282,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921212282,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212290,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212308,"Apr 3, 2023 - Apr 9, 2023",2
8991982104921212308,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921212308,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212357,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921212399,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921212399,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921212399,"Mar 13, 2023 - Mar 19, 2023",9
8991982104921212399,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921212399,"Mar 27, 2023 - Apr 2, 2023",11
8991982104921212407,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921212407,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921212407,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921212407,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921212407,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921212415,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921212415,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921212415,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212415,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921212415,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921212415,"Mar 13, 2023 - Mar 19, 2023",4
8991982104921212415,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921212415,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212431,"Mar 13, 2023 - Mar 19, 2023",14
8991982104921212431,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921212431,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212456,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921212456,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212498,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921212498,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921212498,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921212498,"Mar 6, 2023 - Mar 12, 2023",2
8991982104921212506,"Apr 10, 2023 - Apr 16, 2023",8
8991982104921212506,"Feb 27, 2023 - Mar 5, 2023",11
8991982104921212506,"Mar 13, 2023 - Mar 19, 2023",10
8991982104921212506,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921212506,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212506,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212605,"Apr 10, 2023 - Apr 16, 2023",5
8991982104921212605,"Apr 3, 2023 - Apr 9, 2023",7
8991982104921212605,"Feb 13, 2023 - Feb 19, 2023",4
8991982104921212605,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921212613,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921212613,"Feb 20, 2023 - Feb 26, 2023",7
8991982104921212613,"Feb 27, 2023 - Mar 5, 2023",10
8991982104921212613,"Mar 27, 2023 - Apr 2, 2023",9
8991982104921212613,"Mar 6, 2023 - Mar 12, 2023",11
8991982104921212621,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921212621,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921212621,"Feb 13, 2023 - Feb 19, 2023",6
8991982104921212621,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921212621,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921212621,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921212621,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921212654,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921212654,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921212654,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212670,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921212670,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921212670,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921212670,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921212670,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921212670,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921212670,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212670,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212696,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921212696,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921212704,"Apr 10, 2023 - Apr 16, 2023",6
8991982104921212704,"Apr 3, 2023 - Apr 9, 2023",12
8991982104921212704,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921212704,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921212704,"Feb 27, 2023 - Mar 5, 2023",41
8991982104921212704,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921212704,"Mar 20, 2023 - Mar 26, 2023",19
8991982104921212704,"Mar 27, 2023 - Apr 2, 2023",6
8991982104921212704,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921212738,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921212753,"Feb 27, 2023 - Mar 5, 2023",21
8991982104921212753,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921212753,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212753,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921212779,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921212779,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212779,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921212779,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921212779,"Mar 13, 2023 - Mar 19, 2023",10
8991982104921212779,"Mar 20, 2023 - Mar 26, 2023",11
8991982104921212779,"Mar 27, 2023 - Apr 2, 2023",1
8991982104921212779,"Mar 6, 2023 - Mar 12, 2023",7
8991982104921212829,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921212829,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921212829,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921212852,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212852,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921212894,"Apr 10, 2023 - Apr 16, 2023",5
8991982104921212894,"Apr 3, 2023 - Apr 9, 2023",18
8991982104921212894,"Feb 13, 2023 - Feb 19, 2023",7
8991982104921212894,"Feb 20, 2023 - Feb 26, 2023",19
8991982104921212894,"Mar 13, 2023 - Mar 19, 2023",11
8991982104921212894,"Mar 20, 2023 - Mar 26, 2023",8
8991982104921212894,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921212902,"Apr 3, 2023 - Apr 9, 2023",13
8991982104921212902,"Feb 27, 2023 - Mar 5, 2023",3
8991982104921212902,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921212902,"Mar 20, 2023 - Mar 26, 2023",7
8991982104921212902,"Mar 6, 2023 - Mar 12, 2023",6
8991982104921212910,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921212910,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921212969,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921212969,"Feb 13, 2023 - Feb 19, 2023",10
8991982104921212969,"Feb 27, 2023 - Mar 5, 2023",13
8991982104921212969,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921212993,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921212993,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921213009,"Apr 10, 2023 - Apr 16, 2023",9
8991982104921213009,"Apr 3, 2023 - Apr 9, 2023",9
8991982104921213009,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921213009,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921213009,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921213009,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921213009,"Mar 20, 2023 - Mar 26, 2023",2
8991982104921213009,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921213017,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921213017,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921213017,"Mar 13, 2023 - Mar 19, 2023",5
8991982104921213058,"Apr 10, 2023 - Apr 16, 2023",9
8991982104921213058,"Apr 3, 2023 - Apr 9, 2023",25
8991982104921213058,"Mar 13, 2023 - Mar 19, 2023",11
8991982104921213058,"Mar 20, 2023 - Mar 26, 2023",127
8991982104921213058,"Mar 27, 2023 - Apr 2, 2023",59
8991982104921213124,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921213132,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921213157,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921213157,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921213157,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921213157,"Feb 20, 2023 - Feb 26, 2023",7
8991982104921213157,"Feb 27, 2023 - Mar 5, 2023",4
8991982104921213157,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921213157,"Mar 20, 2023 - Mar 26, 2023",4
8991982104921213157,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921213157,"Mar 6, 2023 - Mar 12, 2023",8
8991982104921213199,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921213199,"Feb 13, 2023 - Feb 19, 2023",2
8991982104921213199,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921213199,"Mar 13, 2023 - Mar 19, 2023",6
8991982104921213215,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921213280,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921213280,"Apr 3, 2023 - Apr 9, 2023",4
8991982104921213280,"Feb 13, 2023 - Feb 19, 2023",5
8991982104921213280,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921213280,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921213280,"Mar 13, 2023 - Mar 19, 2023",8
8991982104921213280,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921213280,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921213298,"Apr 10, 2023 - Apr 16, 2023",3
8991982104921213298,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921213322,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921213355,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921213355,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921213355,"Mar 13, 2023 - Mar 19, 2023",10
8991982104921213355,"Mar 20, 2023 - Mar 26, 2023",11
8991982104921213363,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921213363,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921213363,"Feb 27, 2023 - Mar 5, 2023",2
8991982104921213363,"Mar 27, 2023 - Apr 2, 2023",2
8991982104921213363,"Mar 6, 2023 - Mar 12, 2023",3
8991982104921213371,"Apr 10, 2023 - Apr 16, 2023",1
8991982104921213371,"Apr 3, 2023 - Apr 9, 2023",3
8991982104921213371,"Feb 13, 2023 - Feb 19, 2023",14
8991982104921213371,"Feb 20, 2023 - Feb 26, 2023",4
8991982104921213371,"Feb 27, 2023 - Mar 5, 2023",5
8991982104921213371,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921213371,"Mar 20, 2023 - Mar 26, 2023",9
8991982104921213371,"Mar 27, 2023 - Apr 2, 2023",22
8991982104921213371,"Mar 6, 2023 - Mar 12, 2023",8
8991982104921213439,"Apr 10, 2023 - Apr 16, 2023",7
8991982104921213439,"Apr 3, 2023 - Apr 9, 2023",5
8991982104921213439,"Feb 13, 2023 - Feb 19, 2023",9
8991982104921213439,"Feb 20, 2023 - Feb 26, 2023",9
8991982104921213439,"Feb 27, 2023 - Mar 5, 2023",15
8991982104921213439,"Mar 13, 2023 - Mar 19, 2023",14
8991982104921213439,"Mar 20, 2023 - Mar 26, 2023",5
8991982104921213439,"Mar 27, 2023 - Apr 2, 2023",17
8991982104921213439,"Mar 6, 2023 - Mar 12, 2023",13
8991982104921213488,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921213488,"Feb 13, 2023 - Feb 19, 2023",44
8991982104921213488,"Feb 20, 2023 - Feb 26, 2023",22
8991982104921213488,"Feb 27, 2023 - Mar 5, 2023",8
8991982104921213488,"Mar 13, 2023 - Mar 19, 2023",17
8991982104921213488,"Mar 20, 2023 - Mar 26, 2023",3
8991982104921213488,"Mar 27, 2023 - Apr 2, 2023",3
8991982104921213488,"Mar 6, 2023 - Mar 12, 2023",21
8991982104921213496,"Feb 13, 2023 - Feb 19, 2023",12
8991982104921213496,"Feb 20, 2023 - Feb 26, 2023",3
8991982104921213496,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921213553,"Feb 13, 2023 - Feb 19, 2023",1
8991982104921213553,"Feb 20, 2023 - Feb 26, 2023",13
8991982104921213553,"Mar 13, 2023 - Mar 19, 2023",3
8991982104921213553,"Mar 6, 2023 - Mar 12, 2023",1
8991982104921213587,"Apr 3, 2023 - Apr 9, 2023",28
8991982104921213587,"Feb 13, 2023 - Feb 19, 2023",9
8991982104921213587,"Feb 20, 2023 - Feb 26, 2023",2
8991982104921213587,"Feb 27, 2023 - Mar 5, 2023",10
8991982104921213587,"Mar 13, 2023 - Mar 19, 2023",2
8991982104921213587,"Mar 20, 2023 - Mar 26, 2023",10
8991982104921213587,"Mar 27, 2023 - Apr 2, 2023",31
8991982104921213595,"Apr 10, 2023 - Apr 16, 2023",4
8991982104921213595,"Apr 3, 2023 - Apr 9, 2023",18
8991982104921213595,"Feb 20, 2023 - Feb 26, 2023",1
8991982104921213595,"Feb 27, 2023 - Mar 5, 2023",1
8991982104921213603,"Apr 3, 2023 - Apr 9, 2023",1
8991982104921213611,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921213611,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921213611,"Mar 13, 2023 - Mar 19, 2023",7
8991982104921213611,"Mar 20, 2023 - Mar 26, 2023",6
8991982104921213611,"Mar 27, 2023 - Apr 2, 2023",5
8991982104921213611,"Mar 6, 2023 - Mar 12, 2023",10
8991982104921213629,"Apr 3, 2023 - Apr 9, 2023",6
8991982104921213629,"Feb 13, 2023 - Feb 19, 2023",3
8991982104921213629,"Feb 27, 2023 - Mar 5, 2023",6
8991982104921213629,"Mar 13, 2023 - Mar 19, 2023",1
8991982104921213629,"Mar 20, 2023 - Mar 26, 2023",1
8991982104921213629,"Mar 6, 2023 - Mar 12, 2023",4
8991982104921213637,"Apr 10, 2023 - Apr 16, 2023",2
8991982104921213637,"Feb 13, 2023 - Feb 19, 2023",2
